DateTime,Date,Time,Wind,Temperature,Humidity,Pressure,Direction
[MM/DD/YYYY hh:mm:ss],[MM/DD/YYYY],[hh:mm:ss],[m/s],[¡C],[%rH],[hPa],[¡N]
5/8/2013 17:40:29,5/8/2013,17:40:29,0.00,18.82,91.50,952.25,151
5/8/2013 17:40:44,5/8/2013,17:40:44,0.00,18.75,91.30,952.25,159
5/8/2013 17:40:59,5/8/2013,17:40:59,0.00,18.62,90.69,952.25,165
5/8/2013 17:41:14,5/8/2013,17:41:14,0.00,18.60,90.00,952.27,166
5/8/2013 17:41:29,5/8/2013,17:41:29,0.00,18.54,89.40,952.30,168
5/8/2013 17:41:44,5/8/2013,17:41:44,0.00,18.54,89.00,952.30,168
5/8/2013 17:41:59,5/8/2013,17:41:59,0.00,18.54,88.80,952.30,168
5/8/2013 17:42:14,5/8/2013,17:42:14,0.00,18.52,88.69,952.32,168
5/8/2013 17:42:29,5/8/2013,17:42:29,0.00,18.52,88.59,952.33,168
5/8/2013 17:42:44,5/8/2013,17:42:44,0.00,18.52,88.69,952.33,168
5/8/2013 17:42:59,5/8/2013,17:42:59,0.00,18.47,88.69,952.33,168
5/8/2013 17:43:14,5/8/2013,17:43:14,0.00,18.45,88.59,952.33,168
5/8/2013 17:43:29,5/8/2013,17:43:29,0.00,18.45,88.50,952.33,167
5/8/2013 17:43:44,5/8/2013,17:43:44,0.00,18.47,88.50,952.33,168
5/8/2013 17:43:59,5/8/2013,17:43:59,0.00,18.47,88.59,952.33,168
5/8/2013 17:44:14,5/8/2013,17:44:14,0.00,18.45,88.69,952.34,167
5/8/2013 17:44:29,5/8/2013,17:44:29,0.00,18.45,88.69,952.34,168
5/8/2013 17:44:44,5/8/2013,17:44:44,0.00,18.45,88.80,952.34,168
5/8/2013 17:44:59,5/8/2013,17:44:59,0.00,18.45,88.80,952.35,168
5/8/2013 17:45:14,5/8/2013,17:45:14,0.00,18.39,88.90,952.36,168
5/8/2013 17:45:29,5/8/2013,17:45:29,0.00,18.35,88.80,952.37,189
5/8/2013 17:45:44,5/8/2013,17:45:44,0.00,18.27,88.69,952.35,189
